text,diagnose,ICD,token_text,length
大隐静脉高位结扎+分段剥脱术（左）,大隐静脉高位结扎和剥脱术,38.5901,大隐 静脉 高位 结扎 + 分段 剥脱 术 （ 左 ）,11
右踝关节骨折术后下胫腓螺钉取出术。,胫骨和腓骨置入装置去除,78.6700,右 踝关节 骨折 术后 下 胫 腓 螺钉 取出 术 。,11
低温等离子手术系统辅助双扁桃体切除术、腺样体消融术,扁桃体部分切除伴腺样体切除术,28.3x02,低温 等离子 手术 系统 辅助 双 扁桃体 切除术 、 腺样体 消融术,11
右甲状腺叶切除+左甲状腺叶部分切除术。,单侧甲状腺切除伴他叶部分切除术,06.2x03,右 甲状腺 叶 切除 + 左 甲状腺 叶 部分 切除术 。,11
腹腔镜下肾上腺病损切除术(右侧肾上腺肿瘤切除术),腹腔镜肾上腺病损切除术,07.2102,腹腔镜 下 肾上腺 病损 切除术 ( 右侧 肾上腺 肿瘤 切除术 ),11
(左侧)全髋关节置换术((81.5101)),全髋关节置换,81.5100,( 左侧 ) 全 髋关节 置换术 ( ( 81.5101 ) ),11
[手术名称]经鼻蝶入路神经内镜下垂体瘤切除术,经蝶骨垂体病损切除术,07.6201,[ 手术 名称 ] 经鼻蝶 入路 神经 内镜 下 垂体瘤 切除术,11
颈椎后路单开门椎管减压术(内固定术),椎管扩大成形术，单开门,03.0909,颈椎 后路 单 开门 椎管 减压 术 ( 内 固定术 ),11
(喉（或咽）镜)喉镜下喉病损切除术,支撑喉镜下喉病损切除术,30.0911,( 喉 （ 或咽 ） 镜 ) 喉镜 下喉 病损 切除术,11
鼻内窥镜下鼻中隔矫正术+双侧下鼻甲部分切除术,修正性鼻成形术,21.8400,鼻 内窥镜 下 鼻中隔 矫正术 + 双侧 下 鼻甲 部分 切除术,11
(胸腔镜双侧)交感神经切断术((05.0001)),胸腔镜下交感神经切断术,05.0x01,( 胸腔镜 双侧 ) 交感神经 切断术 ( ( 05.0001 ) ),11
子宫下段横切口剖宫产术（二次剖宫产）,剖宫产术，子宫下段横切口,74.1x01,子宫 下 段 横切 口 剖宫产 术 （ 二次 剖宫产 ）,11
(其他微创)三尖瓣成形术((35.1402)),三尖瓣成形术,35.1401,( 其他 微创 ) 三尖瓣 成形术 ( ( 35.1402 ) ),11
DSA引导下左侧T2-4肋间神经阻滞术,肋间神经阻滞术,04.8104,DSA 引导 下 左侧 T2 - 4 肋间 神经 阻滞 术,11
左面神经微血管神经减压术((04.4203)),面神经微血管减压术,04.4204,左 面神经 微血管 神经 减压 术 ( ( 04.4203 ) ),11
左侧额颞顶慢性硬膜下血肿钻孔引流术。,硬脑膜下钻孔引流术,01.3108,左侧 额 颞 顶 慢性 硬膜 下 血肿 钻孔 引流术 。,11
右甲状腺叶切除+左侧甲状腺大部腺叶切除术。,单侧甲状腺切除伴他叶部分切除术,06.2x03,右 甲状腺 叶 切除 + 左侧 甲状腺 大部 腺叶 切除术 。,11
左甲状腺叶切除+右甲状腺叶部分切除术。,单侧甲状腺切除伴他叶部分切除术,06.2x03,左 甲状腺 叶 切除 + 右 甲状腺 叶 部分 切除术 。,11
右侧额颞顶枕部硬膜下血肿钻孔引流术。,硬脑膜下钻孔引流术,01.3108,右侧 额 颞 顶 枕部 硬膜 下 血肿 钻孔 引流术 。,11
神经导航辅助下左额顶部矢状窦旁脑膜瘤显微切除术,脑膜病损切除术,01.5106,神经 导航 辅助 下 左额 顶部 矢状 窦旁 脑膜瘤 显微 切除术,11
了腹腔镜胆囊切除术（术中使用超声刀）,腹腔镜下胆囊切除术,51.2300,了 腹腔镜 胆囊 切除术 （ 术 中 使用 超声 刀 ）,11
左膝关节镜下后十字韧带重建术(异体肌腱),关节镜膝关节后交叉韧带重建术,81.4505,左 膝关节 镜下 后 十字 韧带 重建术 ( 异体 肌腱 ),11
腭裂整复术（兰氏法+腭帆提肌重建术）,腭裂矫正术,27.6200,腭裂 整复 术 （ 兰氏法 + 腭 帆 提肌 重建术 ）,11
(左侧)肾部分切除术((55.4001)),部分肾切除术,55.4x00,( 左侧 ) 肾 部分 切除术 ( ( 55.4001 ) ),11
左甲状腺癌根治术（左甲全切+右甲次全切除术）,单侧甲状腺切除伴他叶部分切除术,06.2x03,左 甲状腺癌 根治术 （ 左甲 全切 + 右甲次 全 切除术 ）,11
(右侧)颅内硬膜下冲洗术(01.0903),脑膜切开术,01.3100,( 右侧 ) 颅内 硬膜 下 冲洗 术 ( 01.0903 ),11
胸腔镜第三胸交感经干并第三交感神经旁路纤维切断术,胸腔镜下交感神经切断术,05.0x01,胸腔镜 第三 胸 交感 经干 并 第三 交感神经 旁路 纤维 切断术,11
支撑喉镜下、显微镜下、双侧声带肿物切除术,支撑喉镜下声带显微缝合术,30.0910,支撑 喉镜 下 、 显微镜 下 、 双侧 声带 肿物 切除术,11
左上肢桡动脉-头静脉端侧动静脉内瘘成形术,为肾透析，动静脉吻合术,39.2700,左 上肢 桡动脉 - 头 静脉 端侧 动静脉 内 瘘 成形术,11
DSA引导下左侧C2-3脊神经根后支切断术,脊髓后根神经切断术,03.1x01,DSA 引导 下 左侧 C2 - 3 脊神经 根后 支 切断术,11
DSA引导下左侧L5-S1侧隐窝神经阻滞术,周围神经麻醉药注射，为了镇痛,04.8100,DSA 引导 下 左侧 L5 - S1 侧隐窝 神经 阻滞 术,11
右桡骨远端骨折切开复位内固定术（华森）,桡骨骨折切开复位内固定术,79.3201,右 桡骨 远端 骨折 切开 复位 内 固定术 （ 华森 ）,11
神经导航辅助单鼻孔经蝶鞍区占位显微切除术,鞍区病损切除术,01.5902,神经 导航 辅助 单 鼻孔 经 蝶鞍 区 占位 显微 切除术,11
侧脑室腹腔分流术（左侧V-P分流术）,侧脑室腹腔内分流术,02.3401,侧脑室 腹腔 分流 术 （ 左侧 V - P 分流 术 ）,12
胸腔镜第三胸交感经干并第二三交感神经旁路纤维切断术,胸腔镜下交感神经切断术,05.0x01,胸腔镜 第三 胸 交感 经干 并 第二 三 交感神经 旁路 纤维 切断术,12
(胸腔镜右侧)纵隔肿瘤切除术((34.3003)),胸腔镜下纵隔病损切除术,34.3x04,( 胸腔镜 右侧 ) 纵隔 肿瘤 切除术 ( ( 34.3003 ) ),12
(其他微创)导航下经皮穿刺椎体成形术(03.5305),经皮椎骨成形术,81.6500,( 其他 微创 ) 导航 下经皮 穿刺 椎体 成形术 ( 03.5305 ),12
经后路腰5/骶1椎间盘髓核摘除术。,腰椎髓核切除术,80.5109,经 后路 腰 5 / 骶 1 椎间盘 髓 核 摘除术 。,12
(膀胱镜)前列腺等离子切除术((60.6902)),经尿道前列腺切除术（TURP）,60.2902,( 膀胱 镜 ) 前列腺 等离子 切除术 ( ( 60.6902 ) ),12
荧光显微镜下左侧大脑中动脉动脉瘤显微夹闭术。,大脑中动脉瘤夹闭术,39.5103,荧光 显微镜 下 左侧 大脑 中 动脉 动脉瘤 显微 夹 闭术 。,12
椎板间入路椎间孔镜辅助下左侧L5S1椎间盘髓核摘除术,内镜下腰椎髓核切除术,80.5111,椎板间 入 路椎间 孔镜 辅助 下 左侧 L5S1 椎间盘 髓 核 摘除术,12
内镜辅助下支撑喉镜下【】侧声带肿物切除术,内镜下声带病损切除术,30.0905,内镜 辅助 下 支撑 喉镜 下 【 】 侧 声带 肿物 切除术,12
左侧脑室-腹腔分流术（蛇牌抗虹吸分流管）,侧脑室腹腔内分流术,02.3401,左侧 脑室 - 腹腔 分流 术 （ 蛇牌 抗 虹吸 分流管 ）,12
胸腔镜下第三胸交感神经干并第三交感神经旁路纤维切断术,胸腔镜下交感神经切断术,05.0x01,胸腔镜 下 第三 胸 交感神经 干 并 第三 交感神经 旁路 纤维 切断术,12
经闭孔无张力尿道中段悬吊术（TVT-O）,经阴道闭孔无张力尿道中段悬吊术(TVT-O),59.7903,经闭 孔无 张力 尿道 中段 悬吊 术 （ TVT - O ）,12
经皮睾丸活组织检查(双侧睾丸穿刺活检术),闭合性[经皮][针吸]睾丸活组织检查,62.1100,经皮 睾丸 活 组织 检查 ( 双侧 睾丸 穿刺 活检 术 ),12
大隐静脉点式剥脱术((38.5903.01)),大隐静脉曲张剥脱术,38.5903,大隐 静脉 点式 剥脱 术 ( ( 38.5903 . 01 ) ),12
颈椎后路颈3-7单开门椎管减压成形术。,椎管扩大成形术，单开门,03.0909,颈椎 后路 颈 3 - 7 单 开门 椎管 减压 成形术 。,12
颅内镜经鼻蝶入路垂体肿物切除术经鼻中隔蝶窦垂体瘤切除术,经蝶骨垂体病损切除术,07.6201,颅内 镜经 鼻蝶入 路 垂体 肿物 切除术 经 鼻中隔 蝶窦 垂体瘤 切除术,12
经皮穿刺椎体后凸成型术（T12 PKP术）,经皮椎体增强,81.6600,经皮 穿刺 椎体 后 凸 成型 术 （ T12   PKP 术 ）,12
神经导航下右侧额顶部窦镰旁脑膜瘤显微切除术。,脑膜病损切除术,01.5106,神经 导航 下 右侧 额 顶部 窦镰 旁 脑膜瘤 显微 切除术 。,12
侧脑室腹腔分流术（右V-P分流术）,侧脑室腹腔内分流术,02.3401,侧脑室 腹腔 分流 术 （ 右 V - P 分流 术 ）,12
左膝关节镜下前十字韧带重建术(自体肌腱移植),关节镜膝关节前交叉韧带重建术,81.4504,左 膝关节 镜下 前 十字 韧带 重建术 ( 自体 肌腱 移植 ),12
腹腔镜下肾-输尿管切除术(根治性右半泌尿系切除),腹腔镜下单侧肾输尿管切除术,55.5104,腹腔镜 下 肾 - 输尿管 切除术 ( 根治性 右半 泌尿系 切除 ),12
胸腔镜第四胸交感经干并第二三四交感神经旁路纤维切断术,胸腔镜下交感神经切断术,05.0x01,胸腔镜 第四 胸 交感 经干 并 第二 三四 交感神经 旁路 纤维 切断术,12
右电子耳蜗植入术（澳大利亚Freedom国家项目资助耳蜗）,人工耳蜗置入术,20.9601,右 电子 耳蜗 植入术 （ 澳大利亚 Freedom 国家 项目 资助 耳蜗 ）,12
C壁引导输尿管镜下右侧D-J管置入术,经尿道输尿管支架置入术,59.8x03,C 壁 引导 输尿管 镜下 右侧 D - J 管 置入 术,12
(腹腔镜)腹腔镜下脾切除术((41.5002)),腹腔镜全脾切除术,41.5x01,( 腹腔镜 ) 腹腔镜 下 脾 切除术 ( ( 41.5002 ) ),12
[右额颞顶慢性硬膜下血肿钻孔对冲引流术],硬脑膜下钻孔引流术,01.3108,[ 右额 颞 顶 慢性 硬膜 下 血肿 钻孔 对冲 引流术 ],12
内镜下等离子射频辅助下腺样体、双侧扁桃体部分切除术,扁桃体部分切除伴腺样体切除术,28.3x02,内镜 下 等离子 射频 辅助 下腺样 体 、 双侧 扁桃体 部分 切除术,12
(腹腔镜右侧)腹腔镜下肾上腺病损切除(07.2102),腹腔镜肾上腺病损切除术,07.2102,( 腹腔镜 右侧 ) 腹腔镜 下 肾上腺 病损 切除 ( 07.2102 ),12
双股骨远端、双胫骨近、远端骨骺固定术,骨骺固定术,78.2001,双 股骨 远端 、 双 胫骨 近 、 远端 骨 骺 固定术,12
神经电生理监测下胸腰段椎管内占位性病变切除术,脊髓或脊膜病损的切除术或破坏术,03.4x00,神经 电 生理 监测 下 胸腰 段 椎管 内 占位性 病变 切除术,12
左额颅骨钻孔减压术(硬膜下血肿外引流),硬脑膜下钻孔引流术,01.3108,左额 颅骨 钻孔 减压 术 ( 硬膜 下 血肿 外 引流 ),12
(胸腔镜左侧)纵隔肿瘤切除术((34.3003)),胸腔镜下纵隔病损切除术,34.3x04,( 胸腔镜 左侧 ) 纵隔 肿瘤 切除术 ( ( 34.3003 ) ),12
大隐静脉高位结扎及部分静脉剔除术(单侧),大隐静脉高位结扎和剥脱术,38.5901,大隐 静脉 高位 结扎 及 部分 静脉 剔除 术 ( 单侧 ),12
(其他微创)c臂x线导引下椎间盘造影术,椎间盘造影,87.2101,( 其他 微创 ) c 臂 x 线 导引 下 椎间盘 造影术,12
左侧股骨骨折闭合复位髓内针内固定术（厂家大博）,股骨骨折闭合性复位术伴内固定,79.1500,左侧 股骨 骨折 闭合 复位 髓内 针内 固定术 （ 厂家 大博 ）,12
左侧尺骨骨折切开复位钢板内固定术(尺骨鹰嘴),尺骨骨折切开复位内固定术,79.3202,左侧 尺骨 骨折 切开 复位 钢板 内 固定术 ( 尺骨 鹰嘴 ),12
(输尿管（或尿道）镜)输尿管镜下取异物术,经尿道输尿管/肾盂异物取出术,56.0x01,( 输尿管 （ 或 尿道 ） 镜 ) 输尿管 镜下取 异物 术,12
单列神经刺激脉冲发生器置入术(左迷走神经刺激术),周围神经刺激器置入术,04.9201,单列 神经 刺激 脉冲 发生器 置入 术 ( 左 迷走神经 刺激 术 ),13
经皮穿刺椎体成形术（凯立泰PVP系统+瑞邦人工骨）,经皮椎骨成形术,81.6500,经皮 穿刺 椎体 成形术 （ 凯立泰 PVP 系统 + 瑞邦 人工 骨 ）,13
(胸腔镜左侧下部)肺楔形切除术((32.2905)),胸腔镜下肺楔形切除术,32.2001,( 胸腔镜 左侧 下部 ) 肺 楔形 切除术 ( ( 32.2905 ) ),13
(右侧)踝关节内固定取出术((80.0701)),踝关节内固定装置去除术,78.6705,( 右侧 ) 踝关节 内 固定 取出 术 ( ( 80.0701 ) ),13
(胸腔镜右侧下部)肺楔形切除术((32.2905)),胸腔镜下肺楔形切除术,32.2001,( 胸腔镜 右侧 下部 ) 肺 楔形 切除术 ( ( 32.2905 ) ),13
经颈静脉肝内门静脉-体静脉分流术[TIPS手术],门静脉-腔静脉吻合术,39.1x03,经 颈静脉 肝内 门静脉 - 体 静脉 分流 术 [ TIPS 手术 ],13
双侧单孔胸腔镜双侧交感神经干切断术（R3、R5水平）,胸腔镜下交感神经切断术,05.0x01,双侧 单孔 胸腔镜 双侧 交感神经 干 切断术 （ R3 、 R5 水平 ）,13
左侧经尿道输尿管镜激光碎石术(肾盂\输尿管),经尿道输尿管/肾盂激光碎石术,56.0x03,左侧 经 尿道 输尿管 镜 激光 碎石 术 ( 肾盂 \ 输尿管 ),13
(膀胱镜)经尿道前列腺电切术((60.2902)),经尿道前列腺切除术（TURP）,60.2902,( 膀胱 镜 ) 经 尿道 前列腺 电切术 ( ( 60.2902 ) ),13
腰椎间盘切除术（经皮内镜下椎间孔入路椎间盘髓核摘除术）,内镜下腰椎髓核切除术,80.5111,腰椎间盘 切除术 （ 经皮 内镜 下椎间 孔入 路 椎间盘 髓 核 摘除术 ）,13
(胸腔镜右侧上部)肺楔形切除术((32.2905)),胸腔镜下肺楔形切除术,32.2001,( 胸腔镜 右侧 上部 ) 肺 楔形 切除术 ( ( 32.2905 ) ),13
输尿管镜下右侧D-J管置换术（肿瘤支架管）,输尿管支架置换术,59.9901,输尿管 镜下 右侧 D - J 管 置换术 （ 肿瘤 支架 管 ）,13
胸腔镜下第三胸交感神经干并第二三四交感神经旁路纤维切断术,胸腔镜下交感神经切断术,05.0x01,胸腔镜 下 第三 胸 交感神经 干 并 第二 三四 交感神经 旁路 纤维 切断术,13
左下肢静脉畸形血管瘤根治术（MTX栓塞硬化注射治疗）,静脉注射硬化药,39.9200,左 下肢 静脉 畸形 血管瘤 根治术 （ MTX 栓塞 硬化 注射 治疗 ）,13
腹腔镜下肾上腺病损切除术(腹腔镜下左肾上腺肿瘤切除术),腹腔镜肾上腺病损切除术,07.2102,腹腔镜 下 肾上腺 病损 切除术 ( 腹腔镜 下 左 肾上腺 肿瘤 切除术 ),13
左侧髌骨骨折切开复位张力带钢丝内固定术（捷迈）,髌骨骨折切开复位内固定术,79.3604,左侧 髌骨 骨折 切开 复位 张力 带 钢丝 内 固定术 （ 捷迈 ）,13
(其他微创)主动脉瓣机械瓣膜置换术((35.2201)),主动脉瓣机械瓣膜置换术,35.2201,( 其他 微创 ) 主动脉瓣 机械 瓣膜 置换术 ( ( 35.2201 ) ),13
胸腔镜下第三胸交感神经干并第二三交感神经旁路纤维切断术,胸腔镜下交感神经切断术,05.0x01,胸腔镜 下 第三 胸 交感神经 干 并 第二 三 交感神经 旁路 纤维 切断术,13
腹腔镜下肾根治性切除术(后腹腔镜下右肾根治性切除术),腹腔镜下单侧肾切除术,55.5103,腹腔镜 下 肾 根治性 切除术 ( 后 腹腔镜 下 右肾 根治性 切除术 ),13
颈椎后路C3椎板切除C4-7单开门椎管减压术,椎管扩大成形术，单开门,03.0909,颈椎 后路 C3 椎板 切除 C4 - 7 单 开门 椎管 减压 术,13
(腹腔镜右侧)腹腔镜下肾上腺部分切除术((07.2903)),腹腔镜肾上腺部分切除术,07.2902,( 腹腔镜 右侧 ) 腹腔镜 下 肾上腺 部分 切除术 ( ( 07.2903 ) ),14
(其他微创)胸椎（椎管内）肿瘤（病灶）切除术,脊髓或脊膜病损的切除术或破坏术,03.4x00,( 其他 微创 ) 胸椎 （ 椎管 内 ） 肿瘤 （ 病灶 ） 切除术,14
(右侧)腮腺肿瘤（肿块）切除术((26.2910)),腮腺病损切除术,26.2901,( 右侧 ) 腮腺 肿瘤 （ 肿块 ） 切除术 ( ( 26.2910 ) ),14
右甲状腺癌根治术（右甲状腺全切除术+左甲状腺近全切除术）,单侧甲状腺切除伴他叶部分切除术,06.2x03,右 甲状腺癌 根治术 （ 右 甲状腺 全 切除术 + 左 甲状腺 近全 切除术 ）,14
右股骨颈骨折闭合复位空心螺钉内固定术（史赛克公司）,股骨骨折闭合性复位术伴内固定,79.1500,右 股骨颈 骨折 闭合 复位 空心 螺钉 内 固定术 （ 史 赛克 公司 ）,14
椎板间入路完全内镜下腰椎髓核摘除术（L5/S1）,内镜下腰椎髓核切除术,80.5111,椎板间 入路 完全 内镜 下 腰椎 髓 核 摘除术 （ L5 / S1 ）,14
(右侧)甲状腺腺叶（单侧）切除术((06.2002)),单侧甲状腺叶切除术,06.2x00,( 右侧 ) 甲状腺 腺叶 （ 单侧 ） 切除术 ( ( 06.2002 ) ),14
(其他微创)脑室-腹腔分流术((02.3401)),侧脑室腹腔内分流术,02.3401,( 其他 微创 ) 脑室 - 腹腔 分流 术 ( ( 02.3401 ) ),14
经尿道前列腺切除术[TURP手术](经尿道前列腺电切术),经尿道前列腺切除术（TURP）,60.2902,经 尿道 前列腺 切除术 [ TURP 手术 ] ( 经 尿道 前列腺 电切术 ),14
左股骨转子间骨折闭合复位PFNA内固定术（理贝尔）,股骨骨折闭合性复位术伴内固定,79.1500,左 股骨 转子 间 骨折 闭合 复位 PFNA 内 固定术 （ 理 贝尔 ）,14
左股骨转子间骨折闭合复位PFNA内固定术（大博公司）,股骨骨折闭合性复位术伴内固定,79.1500,左 股骨 转子 间 骨折 闭合 复位 PFNA 内 固定术 （ 大博 公司 ）,14
(其他微创)神经导航下脑肿瘤切除术((01.5940)),脑病损切除术,01.5901,( 其他 微创 ) 神经 导航 下 脑肿瘤 切除术 ( ( 01.5940 ) ),14
腹腔镜下肾部分切除术(后腹腔镜下左肾部分切除术),腹腔镜下肾部分切除术,55.4x03,腹腔镜 下 肾 部分 切除术 ( 后 腹腔镜 下 左 肾 部分 切除术 ),14
(其他微创)CT导航下胸椎经椎弓根穿刺活检术,椎骨活组织检查,77.4904,( 其他 微创 ) CT 导航 下 胸椎 经 椎弓 根 穿刺 活检 术,14
